# started on Fri Dec  9 10:19:47 2022

     0.500560565;18.09;Joules;power/energy-pkg/;500612619;100.00;;
     0.500560565;3.43;Joules;power/energy-ram/;500608121;100.00;;
     1.001238372;18.24;Joules;power/energy-pkg/;500676894;100.00;;
     1.001238372;3.50;Joules;power/energy-ram/;500676263;100.00;;
     1.501901075;19.15;Joules;power/energy-pkg/;500661792;100.00;;
     1.501901075;3.51;Joules;power/energy-ram/;500662293;100.00;;
     2.002570665;18.21;Joules;power/energy-pkg/;500668641;100.00;;
     2.002570665;3.49;Joules;power/energy-ram/;500668527;100.00;;
     2.503232350;17.81;Joules;power/energy-pkg/;500660124;100.00;;
     2.503232350;3.41;Joules;power/energy-ram/;500660040;100.00;;
     3.003898824;17.89;Joules;power/energy-pkg/;500665335;100.00;;
     3.003898824;3.41;Joules;power/energy-ram/;500664881;100.00;;
     3.504556203;17.87;Joules;power/energy-pkg/;500655764;100.00;;
     3.504556203;3.36;Joules;power/energy-ram/;500655902;100.00;;
     4.005211235;17.96;Joules;power/energy-pkg/;500652597;100.00;;
     4.005211235;3.37;Joules;power/energy-ram/;500653278;100.00;;
     4.505870549;17.86;Joules;power/energy-pkg/;500659951;100.00;;
     4.505870549;3.38;Joules;power/energy-ram/;500659633;100.00;;
     5.006531286;17.97;Joules;power/energy-pkg/;500658407;100.00;;
     5.006531286;3.42;Joules;power/energy-ram/;500658112;100.00;;
     5.507186848;17.76;Joules;power/energy-pkg/;500652384;100.00;;
     5.507186848;3.38;Joules;power/energy-ram/;500652458;100.00;;
     6.007840156;19.54;Joules;power/energy-pkg/;500657372;100.00;;
     6.007840156;3.65;Joules;power/energy-ram/;500657532;100.00;;
     6.508508144;17.81;Joules;power/energy-pkg/;500667704;100.00;;
     6.508508144;3.41;Joules;power/energy-ram/;500667844;100.00;;
     7.009156310;21.70;Joules;power/energy-pkg/;500645692;100.00;;
     7.009156310;3.80;Joules;power/energy-ram/;500645567;100.00;;
     7.509545154;24.68;Joules;power/energy-pkg/;500394541;100.00;;
     7.509545154;4.12;Joules;power/energy-ram/;500396404;100.00;;
     8.010251281;19.53;Joules;power/energy-pkg/;500700067;100.00;;
     8.010251281;3.52;Joules;power/energy-ram/;500698403;100.00;;
     8.510903864;18.07;Joules;power/energy-pkg/;500647142;100.00;;
     8.510903864;3.40;Joules;power/energy-ram/;500646601;100.00;;
     9.011557675;18.35;Joules;power/energy-pkg/;500655996;100.00;;
     9.011557675;3.48;Joules;power/energy-ram/;500656389;100.00;;
     9.512210125;17.78;Joules;power/energy-pkg/;500648282;100.00;;
     9.512210125;3.48;Joules;power/energy-ram/;500648076;100.00;;
    10.012862106;17.81;Joules;power/energy-pkg/;500651846;100.00;;
    10.012862106;3.43;Joules;power/energy-ram/;500652444;100.00;;
    10.513530584;17.67;Joules;power/energy-pkg/;500665338;100.00;;
    10.513530584;3.44;Joules;power/energy-ram/;500664407;100.00;;
    11.014182010;17.75;Joules;power/energy-pkg/;500652109;100.00;;
    11.014182010;3.40;Joules;power/energy-ram/;500652429;100.00;;
    11.514839840;17.75;Joules;power/energy-pkg/;500655913;100.00;;
    11.514839840;3.46;Joules;power/energy-ram/;500655690;100.00;;
    12.015487733;18.21;Joules;power/energy-pkg/;500651115;100.00;;
    12.015487733;3.34;Joules;power/energy-ram/;500651452;100.00;;
    12.516140978;18.06;Joules;power/energy-pkg/;500649802;100.00;;
    12.516140978;3.53;Joules;power/energy-ram/;500649921;100.00;;
    13.016793365;18.41;Joules;power/energy-pkg/;500653497;100.00;;
    13.016793365;3.44;Joules;power/energy-ram/;500653518;100.00;;
    13.517449353;18.28;Joules;power/energy-pkg/;500653633;100.00;;
    13.517449353;3.41;Joules;power/energy-ram/;500653666;100.00;;
    14.018117346;20.23;Joules;power/energy-pkg/;500669995;100.00;;
    14.018117346;3.73;Joules;power/energy-ram/;500669914;100.00;;
    14.518779558;24.58;Joules;power/energy-pkg/;500666341;100.00;;
    14.518779558;4.22;Joules;power/energy-ram/;500667584;100.00;;
    15.019478654;19.70;Joules;power/energy-pkg/;500692690;100.00;;
    15.019478654;3.56;Joules;power/energy-ram/;500692086;100.00;;
    15.520135897;17.68;Joules;power/energy-pkg/;500649732;100.00;;
    15.520135897;3.41;Joules;power/energy-ram/;500648383;100.00;;
    16.020805845;18.21;Joules;power/energy-pkg/;500673489;100.00;;
    16.020805845;3.39;Joules;power/energy-ram/;500674013;100.00;;
    16.521466510;18.35;Joules;power/energy-pkg/;500675904;100.00;;
    16.521466510;3.62;Joules;power/energy-ram/;500677080;100.00;;
    17.022139119;17.56;Joules;power/energy-pkg/;500652872;100.00;;
    17.022139119;3.46;Joules;power/energy-ram/;500651507;100.00;;
    17.522798564;18.26;Joules;power/energy-pkg/;500661633;100.00;;
    17.522798564;3.62;Joules;power/energy-ram/;500662533;100.00;;
    18.023428362;31.78;Joules;power/energy-pkg/;500604933;100.00;;
    18.023428362;3.64;Joules;power/energy-ram/;500603100;100.00;;
    18.524063223;21.92;Joules;power/energy-pkg/;500646865;100.00;;
    18.524063223;3.55;Joules;power/energy-ram/;500648071;100.00;;
    19.024719848;18.28;Joules;power/energy-pkg/;500655814;100.00;;
    19.024719848;3.45;Joules;power/energy-ram/;500655841;100.00;;
    19.525383029;18.00;Joules;power/energy-pkg/;500657702;100.00;;
    19.525383029;3.60;Joules;power/energy-ram/;500657702;100.00;;
    20.026037948;18.58;Joules;power/energy-pkg/;500657380;100.00;;
    20.026037948;3.54;Joules;power/energy-ram/;500657422;100.00;;
    20.526698816;17.96;Joules;power/energy-pkg/;500656773;100.00;;
    20.526698816;3.57;Joules;power/energy-ram/;500656316;100.00;;
    21.027356464;18.05;Joules;power/energy-pkg/;500659095;100.00;;
    21.027356464;3.54;Joules;power/energy-ram/;500659624;100.00;;
    21.528016688;17.83;Joules;power/energy-pkg/;500658444;100.00;;
    21.528016688;3.39;Joules;power/energy-ram/;500658104;100.00;;
    22.028676446;17.74;Joules;power/energy-pkg/;500656074;100.00;;
    22.028676446;3.43;Joules;power/energy-ram/;500655938;100.00;;
    22.529328442;18.31;Joules;power/energy-pkg/;500655959;100.00;;
    22.529328442;3.50;Joules;power/energy-ram/;500656269;100.00;;
    23.029994029;17.53;Joules;power/energy-pkg/;500660541;100.00;;
    23.029994029;3.44;Joules;power/energy-ram/;500660149;100.00;;
    23.530649604;18.34;Joules;power/energy-pkg/;500658052;100.00;;
    23.530649604;3.45;Joules;power/energy-ram/;500658391;100.00;;
    24.031307291;17.87;Joules;power/energy-pkg/;500656355;100.00;;
    24.031307291;3.39;Joules;power/energy-ram/;500656129;100.00;;
    24.531967213;17.91;Joules;power/energy-pkg/;500657256;100.00;;
    24.531967213;3.38;Joules;power/energy-ram/;500657135;100.00;;
    25.032624414;18.09;Joules;power/energy-pkg/;500655618;100.00;;
    25.032624414;3.42;Joules;power/energy-ram/;500655664;100.00;;
    25.533279065;17.79;Joules;power/energy-pkg/;500651030;100.00;;
    25.533279065;3.43;Joules;power/energy-ram/;500650795;100.00;;
    26.033937046;17.69;Joules;power/energy-pkg/;500657772;100.00;;
    26.033937046;3.50;Joules;power/energy-ram/;500657773;100.00;;
    26.534586644;17.93;Joules;power/energy-pkg/;500648170;100.00;;
    26.534586644;3.47;Joules;power/energy-ram/;500648255;100.00;;
    27.035243561;17.80;Joules;power/energy-pkg/;500660034;100.00;;
    27.035243561;3.52;Joules;power/energy-ram/;500660496;100.00;;
    27.535907520;18.09;Joules;power/energy-pkg/;500660347;100.00;;
    27.535907520;3.50;Joules;power/energy-ram/;500660080;100.00;;
    28.036563825;17.80;Joules;power/energy-pkg/;500658081;100.00;;
    28.036563825;3.40;Joules;power/energy-ram/;500658484;100.00;;
    28.537220436;18.16;Joules;power/energy-pkg/;500652344;100.00;;
    28.537220436;3.51;Joules;power/energy-ram/;500652136;100.00;;
    29.037873132;18.14;Joules;power/energy-pkg/;500654575;100.00;;
    29.037873132;3.47;Joules;power/energy-ram/;500654620;100.00;;
    29.538529206;18.20;Joules;power/energy-pkg/;500653993;100.00;;
    29.538529206;3.40;Joules;power/energy-ram/;500653727;100.00;;
    30.039182016;17.80;Joules;power/energy-pkg/;500651112;100.00;;
    30.039182016;3.54;Joules;power/energy-ram/;500651126;100.00;;
    30.539835562;18.13;Joules;power/energy-pkg/;500651882;100.00;;
    30.539835562;3.47;Joules;power/energy-ram/;500652067;100.00;;
    31.040483650;17.93;Joules;power/energy-pkg/;500648282;100.00;;
    31.040483650;3.40;Joules;power/energy-ram/;500648529;100.00;;
    31.541159051;18.11;Joules;power/energy-pkg/;500674111;100.00;;
    31.541159051;3.42;Joules;power/energy-ram/;500673754;100.00;;
    32.041814703;17.95;Joules;power/energy-pkg/;500656967;100.00;;
    32.041814703;3.43;Joules;power/energy-ram/;500657289;100.00;;
    32.542467431;17.86;Joules;power/energy-pkg/;500649040;100.00;;
    32.542467431;3.42;Joules;power/energy-ram/;500648555;100.00;;
    33.043114475;17.85;Joules;power/energy-pkg/;500646599;100.00;;
    33.043114475;3.48;Joules;power/energy-ram/;500646741;100.00;;
    33.543767354;17.87;Joules;power/energy-pkg/;500649804;100.00;;
    33.543767354;3.44;Joules;power/energy-ram/;500649527;100.00;;
    34.044416926;17.80;Joules;power/energy-pkg/;500648812;100.00;;
    34.044416926;3.41;Joules;power/energy-ram/;500649529;100.00;;
    34.545061926;17.84;Joules;power/energy-pkg/;500645098;100.00;;
    34.545061926;3.46;Joules;power/energy-ram/;500644510;100.00;;
    35.045705881;17.96;Joules;power/energy-pkg/;500642847;100.00;;
    35.045705881;3.48;Joules;power/energy-ram/;500643301;100.00;;
    35.546351175;17.75;Joules;power/energy-pkg/;500642943;100.00;;
    35.546351175;3.49;Joules;power/energy-ram/;500642467;100.00;;
