0.0;49.0;1.6787281506520077e+18
1.006972928;48.0;1.6787281516589806e+18
2.01470208;47.0;1.6787281526667098e+18
3.020173312;48.0;1.678728153672181e+18
4.02721536;49.0;1.678728154679223e+18
5.03467776;48.0;1.6787281556866854e+18
6.042711808;47.0;1.6787281566947195e+18
7.050688256;47.0;1.678728157702696e+18
8.058194432;48.0;1.678728158710202e+18
9.066583552;47.0;1.6787281597185912e+18
10.074947328;48.0;1.678728160726955e+18
11.082961408;50.0;1.678728161734969e+18
12.090489856;49.0;1.6787281627424975e+18
13.0988544;49.0;1.678728163750862e+18
14.10665472;49.0;1.6787281647586624e+18
15.1143872;50.0;1.678728165766395e+18
16.12244608;51.0;1.6787281667744538e+18
17.130250496;51.0;1.6787281677822582e+18
18.138321664;50.0;1.6787281687903293e+18
19.14626048;51.0;1.6787281697982682e+18
20.1545088;51.0;1.6787281708065165e+18
21.162428928;51.0;1.6787281718144366e+18
22.170461696;52.0;1.6787281728224694e+18
23.178599424;52.0;1.678728173830607e+18
24.185616896;50.0;1.6787281748376246e+18
25.194609152;46.0;1.6787281758466168e+18
26.202816256;46.0;1.678728176854824e+18
27.21098752;47.0;1.6787281778629952e+18
28.218734336;49.0;1.678728178870742e+18
29.226573824;49.0;1.6787281798785815e+18
30.234510592;52.0;1.6787281808865183e+18
31.24119296;49.0;1.6787281818932006e+18
32.24768768;51.0;1.6787281828996954e+18
33.255453952;50.0;1.6787281839074616e+18
34.263018752;47.0;1.6787281849150264e+18
35.27075968;48.0;1.6787281859227674e+18
36.27909248;48.0;1.6787281869311002e+18
37.286804736;47.0;1.6787281879388124e+18
38.294907648;48.0;1.6787281889469153e+18
39.299849728;48.0;1.6787281899518574e+18
40.30688896;47.0;1.6787281909588966e+18
41.314501632;47.0;1.6787281919665093e+18
42.322320384;47.0;1.678728192974328e+18
43.32987776;45.0;1.6787281939818854e+18
44.336002304;46.0;1.67872819498801e+18
45.343043072;46.0;1.6787281959950508e+18
46.350343168;46.0;1.6787281970023508e+18
47.35870336;46.0;1.678728198010711e+18
48.366907648;46.0;1.6787281990189153e+18
49.374760704;47.0;1.6787282000267684e+18
50.382911488;49.0;1.6787282010349192e+18
51.39046912;49.0;1.6787282020424768e+18
52.395352832;45.0;1.6787282030473605e+18
53.402759936;45.0;1.6787282040547676e+18
54.410467584;45.0;1.6787282050624753e+18
55.418438912;47.0;1.6787282060704466e+18
56.426592768;45.0;1.6787282070786004e+18
57.434440192;44.0;1.6787282080864479e+18
58.442678784;45.0;1.6787282090946865e+18
59.450665984;48.0;1.6787282101026737e+18
60.458742016;48.0;1.6787282111107497e+18
61.466714368;45.0;1.678728212118722e+18
62.474801664;44.0;1.6787282131268093e+18
63.482871808;45.0;1.6787282141348795e+18
64.490870016;47.0;1.6787282151428777e+18
65.4987648;46.0;1.6787282161507725e+18
66.503955968;45.0;1.6787282171559636e+18
67.511551744;45.0;1.6787282181635594e+18
68.51944576;49.0;1.6787282191714534e+18
69.52668672;48.0;1.6787282201786944e+18
70.534827776;48.0;1.6787282211868355e+18
71.542735616;49.0;1.6787282221947433e+18
72.550839296;47.0;1.678728223202847e+18
73.558960128;48.0;1.6787282242109678e+18
74.56672128;48.0;1.678728225218729e+18
75.574636032;49.0;1.6787282262266437e+18
76.582564096;50.0;1.6787282272345718e+18
77.589958656;50.0;1.6787282282419663e+18
78.598391296;51.0;1.678728229250399e+18
79.606774016;49.0;1.6787282302587817e+18
80.614934272;48.0;1.678728231266942e+18
81.62000128;47.0;1.678728232272009e+18
82.627787264;47.0;1.678728233279795e+18
83.63546368;49.0;1.6787282342874714e+18
84.645348352;51.0;1.678728235297356e+18
85.65388032;50.0;1.678728236305888e+18
86.663548928;52.0;1.6787282373155566e+18
87.672122368;48.0;1.67872823832413e+18
88.67968128;49.0;1.678728239331689e+18
89.687454976;50.0;1.6787282403394627e+18
90.694828544;50.0;1.6787282413468362e+18
91.702990336;50.0;1.678728242354998e+18
92.709859584;51.0;1.6787282433618673e+18
93.715197952;50.0;1.6787282443672056e+18
94.722428928;50.0;1.6787282453744366e+18
