0.0;46.0;1.679418410054195e+18
1.008444416;49.0;1.6794184110626394e+18
2.016522752;49.0;1.6794184120707177e+18
3.02436096;49.0;1.679418413078556e+18
4.032196864;49.0;1.6794184140863918e+18
5.040615424;51.0;1.6794184150948104e+18
6.048730368;52.0;1.6794184161029253e+18
7.056798976;52.0;1.679418417110994e+18
8.06459264;49.0;1.6794184181187876e+18
9.072423424;49.0;1.6794184191266184e+18
10.08052352;48.0;1.6794184201347185e+18
11.088153344;48.0;1.6794184211423483e+18
12.096027904;48.0;1.6794184221502228e+18
13.104322816;49.0;1.6794184231585178e+18
14.112152832;48.0;1.6794184241663478e+18
15.119896576;48.0;1.6794184251740915e+18
16.127974912;48.0;1.6794184261821699e+18
17.133926656;48.0;1.6794184271881216e+18
18.14077184;47.0;1.6794184281949668e+18
19.148532736;46.0;1.6794184292027277e+18
20.156644096;46.0;1.679418430210839e+18
21.164445952;45.0;1.679418431218641e+18
22.171722496;49.0;1.6794184322259174e+18
23.1805568;48.0;1.6794184332347517e+18
24.188238336;49.0;1.6794184342424333e+18
25.195485184;49.0;1.6794184352496801e+18
26.204194816;48.0;1.6794184362583898e+18
27.209596928;49.0;1.6794184372637919e+18
28.2160448;49.0;1.6794184382702397e+18
29.221856256;47.0;1.6794184392760512e+18
30.23019136;49.0;1.6794184402843863e+18
31.237548544;47.0;1.6794184412917435e+18
32.245152512;47.0;1.6794184422993475e+18
33.253170944;47.0;1.679418443307366e+18
34.2611584;48.0;1.6794184443153533e+18
35.269410048;49.0;1.679418445323605e+18
36.276873728;48.0;1.6794184463310687e+18
37.28465408;49.0;1.679418447338849e+18
38.292695296;49.0;1.6794184483468902e+18
39.300930816;49.0;1.6794184493551258e+18
40.308723712;49.0;1.6794184503629187e+18
41.316776448;49.0;1.6794184513709714e+18
42.324774144;49.0;1.679418452378969e+18
43.332708608;48.0;1.6794184533869036e+18
44.340634112;48.0;1.679418454394829e+18
45.34846976;47.0;1.6794184554026647e+18
46.356644096;46.0;1.679418456410839e+18
47.364809472;47.0;1.6794184574190044e+18
48.373818624;47.0;1.6794184584280136e+18
49.380061184;47.0;1.6794184594342561e+18
50.388648704;46.0;1.6794184604428436e+18
51.39655936;45.0;1.6794184614507543e+18
52.404546048;46.0;1.679418462458741e+18
53.41257216;48.0;1.679418463466767e+18
54.420612608;49.0;1.6794184644748076e+18
55.427504896;48.0;1.6794184654816998e+18
56.434062848;48.0;1.6794184664882578e+18
57.440196864;48.0;1.6794184674943918e+18
58.456951808;50.0;1.6794184685111468e+18
59.485561344;48.0;1.6794184695397563e+18
60.49287808;49.0;1.679418470547073e+18
