2023/03/21 14:43:07.340, 18.01 W, 31
2023/03/21 14:43:07.841, 18.03 W, 32
2023/03/21 14:43:08.342, 18.03 W, 32
2023/03/21 14:43:08.843, 18.08 W, 31
2023/03/21 14:43:09.344, 18.08 W, 32
2023/03/21 14:43:09.845, 18.03 W, 31
2023/03/21 14:43:10.346, 18.03 W, 31
2023/03/21 14:43:10.847, 18.01 W, 32
2023/03/21 14:43:11.348, 18.01 W, 32
2023/03/21 14:43:11.849, 18.03 W, 31
2023/03/21 14:43:12.350, 18.03 W, 32
2023/03/21 14:43:12.851, 18.03 W, 32
2023/03/21 14:43:13.352, 18.03 W, 32
2023/03/21 14:43:13.853, 18.06 W, 32
2023/03/21 14:43:14.354, 18.06 W, 31
2023/03/21 14:43:14.855, 18.07 W, 32
2023/03/21 14:43:15.356, 18.07 W, 32
2023/03/21 14:43:15.857, 18.16 W, 31
2023/03/21 14:43:16.358, 18.28 W, 31
2023/03/21 14:43:16.859, 18.28 W, 32
2023/03/21 14:43:17.360, 18.29 W, 31
2023/03/21 14:43:17.861, 18.29 W, 31
2023/03/21 14:43:18.362, 18.26 W, 32
2023/03/21 14:43:18.863, 18.26 W, 31
2023/03/21 14:43:19.364, 18.32 W, 32
2023/03/21 14:43:19.865, 18.32 W, 32
2023/03/21 14:43:20.366, 18.24 W, 31
2023/03/21 14:43:20.867, 18.24 W, 32
2023/03/21 14:43:21.368, 18.15 W, 32
2023/03/21 14:43:21.869, 18.15 W, 31
2023/03/21 14:43:22.370, 18.11 W, 32
2023/03/21 14:43:22.871, 18.11 W, 32
2023/03/21 14:43:23.372, 18.16 W, 31
2023/03/21 14:43:23.873, 18.16 W, 32
2023/03/21 14:43:24.374, 18.31 W, 32
2023/03/21 14:43:24.875, 18.31 W, 31
2023/03/21 14:43:25.376, 18.32 W, 32
2023/03/21 14:43:25.877, 18.32 W, 32
2023/03/21 14:43:26.378, 18.30 W, 31
2023/03/21 14:43:26.879, 18.30 W, 32
2023/03/21 14:43:27.379, 18.33 W, 32
2023/03/21 14:43:27.880, 18.33 W, 31
2023/03/21 14:43:28.381, 18.29 W, 32
2023/03/21 14:43:28.882, 18.29 W, 32
2023/03/21 14:43:29.383, 18.24 W, 31
2023/03/21 14:43:29.884, 18.24 W, 32
2023/03/21 14:43:30.385, 18.30 W, 32
2023/03/21 14:43:30.886, 18.30 W, 31
2023/03/21 14:43:31.387, 18.36 W, 32
2023/03/21 14:43:31.888, 18.36 W, 31
2023/03/21 14:43:32.389, 18.42 W, 31
2023/03/21 14:43:32.890, 18.42 W, 32
2023/03/21 14:43:33.391, 18.46 W, 31
2023/03/21 14:43:33.892, 18.46 W, 31
2023/03/21 14:43:34.393, 18.38 W, 32
2023/03/21 14:43:34.894, 18.38 W, 31
2023/03/21 14:43:35.395, 18.34 W, 32
2023/03/21 14:43:35.896, 18.34 W, 32
2023/03/21 14:43:36.397, 18.36 W, 31
2023/03/21 14:43:36.898, 18.36 W, 32
2023/03/21 14:43:37.399, 18.33 W, 32
2023/03/21 14:43:37.900, 18.33 W, 31
2023/03/21 14:43:38.401, 18.36 W, 32
2023/03/21 14:43:38.902, 18.36 W, 32
2023/03/21 14:43:39.403, 18.38 W, 31
2023/03/21 14:43:39.904, 18.38 W, 32
2023/03/21 14:43:40.405, 18.32 W, 32
2023/03/21 14:43:40.906, 18.32 W, 31
2023/03/21 14:43:41.407, 18.29 W, 32
2023/03/21 14:43:41.908, 18.29 W, 32
2023/03/21 14:43:42.409, 18.31 W, 31
2023/03/21 14:43:42.910, 18.31 W, 32
2023/03/21 14:43:43.411, 18.35 W, 32
2023/03/21 14:43:43.912, 18.35 W, 31
2023/03/21 14:43:44.413, 18.36 W, 32
2023/03/21 14:43:44.914, 18.36 W, 31
2023/03/21 14:43:45.415, 18.33 W, 31
2023/03/21 14:43:45.916, 18.33 W, 32
